PG.ProteinGroups,PG.Genes,EV_NT rep_#1,EV_NT rep_#2,EV_NT rep_#3,EV_DMOG_rep_#1,EV_DMOG_rep_#2,EV_DMOG_rep_#3,WTJ6_NT_rep_#1,WTJ6_NT_rep_#2,WTJ6_NT_rep_#3,WTJ6_DMOG_rep_#1,WTJ6_DMOG_rep_#2,WTJ6_DMOG_rep_#3,EDJ6_NT_rep_#1,EDJ6_NT_rep_#2,EDJ6_NT_rep_#3,EDJ6_DMOG_rep_#1,EDJ6_DMOG_rep_#2,EDJ6_DMOG_rep_#3
P36542,ATP5F1C,4755.460938,1609.842896,14670.74219,961.682312,2436.696777,975.1170044,3891.530518,1743.661255,2472.140869,7147.290039,6945.19873,2357.054443,2646.802979,2713.248535,4814.963867,1131.374268,1430.880859,1883.171021
P37108,SRP14,3953.3125,3476.934082,5942.98291,12666.26465,12552.41602,8860.251953,4892.314453,32587.51563,42341.52734,42670.72656,35697.08984,41685.69922,43468.80078,57800.89844,26000.58984,35700.38281,46209.69922,62605.57031
P37802,TAGLN2,24847.12891,11054.41406,9426.370117,16416.02148,9381.168945,15793.9248,5709.593262,5683.401367,4448.973633,4826.550781,12174.59863,27102.43359,14064.69922,6949.338867,4452.411133,18607.66992,13422.95215,11413.45508
P38159,RBMX,18080.13086,16346.10938,18532.5332,23047.60742,29552.63672,18099.26172,4034.834229,4094.728516,19455.12695,15370.04688,22856.03906,1777.400391,8598.145508,18589.15039,6478.569336,19942.9043,11738.83105,3045.768066
P38646,HSPA9,68692.79688,22774.55664,46646.05469,36350.37109,24754.48633,27960.76367,33443.28906,24198.18359,30251.32227,52450.28125,34676.08203,28358.22852,27560.03711,36833.17969,14558.05762,29557.41016,31209.83594,54661.14063
P39656,DDOST,3228.002197,24547.43164,35933.99609,18329.25195,10740.63379,41532.75391,21069.3418,19343.7793,33798.09375,23957.24414,37873.98828,3518.251953,27059.2207,2839.266113,5021.59375,45999.51563,10937.88379,25476.41797
P40227,CCT6A,45472.56641,27209.67773,57561.98438,31473.51953,32459.43359,51967.09375,9552.59375,13162.96387,33225.19922,13335.24609,25183.03516,21159.97461,32198.11719,25426.8125,46818.95703,56344.24219,54115.77734,41511.55469
P41091;Q2VIR3,EIF2S3;EIF2S3B,12509.54199,7700.441406,16221.4707,8090.193359,3208.366211,3982.230469,6313.157227,12211.34863,15287.02734,23934.22266,5780.104004,20327.19727,29652.47266,35314.63281,18755.39063,30693.42188,12746.24609,19354.16406
P42285,MTREX,2837.544434,1742.715698,2439.656738,1373.64856,681.7315674,938.7860718,3973.834229,1414.498657,2423.798584,55516.0625,44655.64063,38200.71875,2196.012207,1841.876953,5654.418457,1337.400879,1439.816528,1559.576294
P42677;Q71UM5,RPS27;RPS27L,29357.19727,20667.88086,15761.1582,18252.92188,17086.63477,2693.634277,7722.882813,16163.7959,28698.6875,6260.735352,4265.736816,6050.845215,24915.21875,29830.01172,20582.24805,15097.05859,8185.52002,5903.832031
P43243,MATR3,19919.53516,8747.621094,11532.4707,8001.366211,7655.057617,7124.862793,4210.629883,11951.44922,2644.269043,4109.311035,8403.280273,2098.26416,3499.368652,4545.634277,3925.730713,3430.541992,2197.005859,2371.95459
P46783,RPS10,61837.03516,16119.80273,27184.17188,24616.11328,11838.77441,21232.5,20390.20508,18962.22656,18581.46484,17404.53516,13187.77637,7778.166992,36869.04688,43784.54688,33724.20313,4785.019531,8297.966797,12521.26855
P46940,IQGAP1,24230.02539,24535.14844,17531.79492,9723.87207,11315.87988,28180.91992,31331.06055,13094.59375,8499.280273,9209.820313,20623.71094,10385.85547,10481.52246,1621.758789,3639.830322,20276.65234,21030.95313,2165.532227
P47813,EIF1AX,4439.026367,7055.272949,10241.95801,18718.12695,16315.72559,9474.750977,2812.763428,13793.42871,26470.11719,23161.24414,15265.86328,27139.54688,14106.51367,28319.08984,7072.304688,3245.95752,10041.89355,34863.32422
P48047,ATP5PO,3369.95752,2514.881836,7195.533203,9327.141602,17107.69727,6561.942871,4630.574219,7643.038574,15189.56641,12259.92871,13956.10352,6089.728027,3648.212646,10369.10547,6083.652344,1343.535889,1446.521851,1354.156372
P48444,ARCN1,4509.431641,9106.141602,6987.418457,8891.476563,11352.44629,8279.775391,5243.462891,10339.25684,13589.16602,15182.42188,9274.366211,8315.298828,9129.749023,8596.069336,7601.288574,10799.7207,10370.24609,13447.30469
P48594,SERPINB4,49211.33594,766864.8125,7083.060547,1932.198486,4024.260498,866.1258545,42084.11328,1035.087402,2720.484375,1636.585327,855.5151367,1480.847656,2336.643066,1670.801636,3765.389893,1987.308838,2099.96582,2541.759766
P48643,CCT5,21019.31641,22646.99609,35051.02344,30825.4668,32943,37606.90234,24823.72461,23154.74805,22856.04102,26371.67773,24629.56641,28517.79492,36733.5625,42226.63281,53168.39844,40899.70313,39385.875,36278.55859
P49327,FASN,3058.697021,1603.789429,2740.13208,2107.047363,1320.264893,875.2997437,3177.085938,1739.435669,2004.930542,850.078186,3772.712891,855.5563354,3197.850342,2988.414795,5265.271973,1187.695679,1880.423096,1273.112305
P49368,CCT3,23287.21875,27572.19531,43421.90625,21886.39258,32048.83203,31204.09961,33337.15625,30331.59375,26933.18164,23347.44531,23260.45703,37747.10938,49502.5625,43933.11328,53176.11719,73873.03125,49718.75391,50954.46875
P49406,MRPL19,94864.28906,27545.91992,51018.28516,31768.3418,12289.55176,40350.53125,2992.559082,5439.294922,13256.91406,2950.162842,5528.790039,6711.724121,3000.814453,10020.22754,5980.807617,1508.910889,1809.758179,4348.299316
P49411,TUFM,25924.48242,25559.81836,19490.62109,34133.77344,22355.42969,46561.94141,12322.73828,16918.16016,29031.26367,29651.42188,37446.26172,42498.71875,9594.40918,6403.30957,51026.88672,16973.21289,17323.67188,32713.65625
P49458,SRP9,3788.861572,796.5333252,1919.491455,19183.95313,7911.794922,2130.004883,15854.72461,41295.23047,63898.64844,68444.49219,41771.45313,64002.08594,51204.17188,102990.25,74156.5,13758.51074,34585.92578,65191.5
P49721,PSMB2,2157.467041,36404.24219,7563.826172,3842.304443,9832.44043,3522.206787,9186.242188,13560.71777,8931.070313,6517.36084,10712.79492,8006.210938,6139.223145,19999.20313,4463.799316,1495.305786,12507.8291,1832.94458
P49736,MCM2,5460.379883,2244.185791,2958.104492,1657.465942,1974.28894,1693.281616,3791.310303,3763.662598,2599.119873,1347.79126,8467.87793,3889.447754,2953.522949,6935.432617,5211.460449,6937.146973,11609.83594,1391.331299
P49902,NT5C2,5422.512695,12727.27734,3498.494629,4759.991211,1878.45813,3990.078369,1704.32251,1361.307373,2850.835449,3359.155518,9719.833008,3351.565918,3663.378662,2003.498901,6111.255371,4742.514648,14408.71387,2128.139648
P50454,SERPINH1,10602.58008,13708.87988,10132.19629,13886.02051,12365.45605,10763.64355,4237.187012,16673.48047,20293.64258,19500.1543,26215.91602,25878.47656,2992.175537,6885.157715,6784.020508,9724.509766,14805.76855,4651.505859
P50990,CCT8,20530.49219,24991.98438,30088.04102,27155.0918,25311.87109,38832.04688,29253.80469,40642.24219,44566.15625,31731.40234,24971.20703,35558.09375,46590.25,54709.41797,49206.1875,49894.13281,51433.96094,39774.33594
P50991,CCT4,44546.22656,35347.88281,42233.32813,34916.80859,49917.69531,51047.40625,40796.09375,40961.21094,43858.35938,26818.66797,30291.72852,32569.48047,45879.76563,61460.76563,79727.15625,86406.90625,58205.59375,56706.90625
P51114,FXR1,16938.01172,5670.686523,31300.91211,29852.1875,25652.35938,29259.39063,3349.001221,11456.14453,2531.420654,12030.79883,13482.62109,12776.08301,2949.634766,8095.150391,6926.142578,1465.049194,18501.5293,18568.45508
P51398,DAP3,2150.577637,2436.638916,3256.116699,1485.671387,2436.773438,854.3554688,2365.420166,4456.38916,2659.58374,1754.999878,1828.173706,585.9968262,1616.404419,1018.725769,5902.456543,2381.041748,2476.481445,2040.782715
P51991,HNRNPA3,4688.351563,1954.59668,2552.489746,1745.486328,1667.678589,1291.63147,3263.314209,2182.537354,1871.985107,1356.4198,1639.283447,1098.616089,2270.787598,1921.670044,2905.303711,2393.355225,1719.909668,3099.530762
P52292,KPNA2,3894.100098,2038.179443,3504.85791,2500.386719,4465.099121,1785.884521,15385.52637,13588.5918,10895.11914,22863.44141,37437.60156,41005.05469,29391.01563,29771.58984,59890.32422,65222.69531,24148.16602,19592.00195
P52597,HNRNPF,8625.816406,5976.510742,15820.79785,3053.957275,1258.361694,9981.400391,2682.668945,1058.832153,23385.81641,14664.60059,1118.064697,12476.50488,2049.519775,20448.61523,3257.808594,2328.756836,2493.04834,2328.755615
P52732,KIF11,19705.96094,14121.63867,46198.72656,21995.21875,25270.00391,27368.00391,3965.070313,1593.18335,1998.529541,2046.955688,1644.466309,1556.835571,2643.806885,2377.379395,4852.677734,1980.435791,1966.835449,2084.589355
P52756,RBM5,33025.26563,27234.27148,30735.65234,26991.35938,26280.70703,22413.8125,6911.870117,16519.62109,21891.50781,11591.11719,8631.460938,11050.48438,3948.777344,7251.751953,6307.422852,15273.35938,7068.433594,2975.110352
P52907,CAPZA1,124785.9922,59430.50781,72874.55469,52023.69922,31955.73047,72312.125,79929.64063,37747.36719,60913.9375,43416.89844,43480.14453,38063.69141,64516.58203,50559.60156,82894.96094,62688.07422,73579.28906,49736.74219
P53396,ACLY,2669.344482,867.0532227,1935.784668,2209.008789,3740.303223,5909.290039,2636.455566,2340.984863,1025.549561,1771.418457,4544.727051,2036.677734,2281.599854,2005.262207,5546.22168,1935.773682,1991.578369,2682.178223
P53618,COPB1,5274.379395,10028.58887,2284.368652,4138.661133,9963.475586,12022.04004,3803.187744,17811.9707,11228.95703,4038.093262,15790.63574,3481.732666,3155.763184,4463.30127,4358.915527,2262.614746,12952.03125,9031.881836
P53621,COPA,5640.974609,8268.919922,3521.734375,21137.36914,10444.32031,3937.439941,7269.814453,12867.72168,2463.324219,16599.59766,15425.12109,11170.75293,7292.895996,19555.98438,5006.833496,14018.8457,14304.97266,5893.468262
P53999,SUB1,48315,46520.46875,76037.33594,99715.375,67930.1875,20434.39844,27841.10938,46521.33594,116590.9531,86513.54688,24559.57422,132926.875,63977.44922,76629.15625,149014.4063,38046.33594,27503.79883,97828.0625
P54105,CLNS1A,401824.5,329623.875,383059.9375,400584.8438,472884.4375,425282.6875,171036.0625,304711.5625,210955.1094,200809.7031,186966.2969,143361.9375,142145.7344,279809.0625,132454.7188,206577.4219,265288.2188,178896.7031
P55036,PSMD4,13614.18555,6148.610352,5589.33252,10622.83691,24804.08594,12273.76855,4478.14209,7625.169434,10825.39551,6587.742188,10182.49512,3448.570557,3068.10791,16820.32422,3795.518555,2208.13623,6443.198242,16214.94727
P55072,VCP,36853.62891,42869.95313,58995.94141,40345.66797,41547.54297,59180.21875,61641.63672,66511.10156,66672.13281,63694.57422,61248.35156,73578.13281,40486.71875,41510.71484,38863.14453,52057.32422,48769.77734,65204.9375
P55209,NAP1L1,2341.643066,1418.377441,3741.893555,2468.322998,1711.235718,1512.831421,2405.503906,3533.047852,2022.12915,4568.834961,1315.180786,3909.291504,1905.716187,10570.74512,4615.427734,2767.837646,1861.299805,3985.140625
P55795,HNRNPH2,3091.925293,1625.597656,2184.387695,6589.540527,3163.340576,22771.10156,2763.459473,5340.508789,6315.47168,5242.694336,15881.52148,8498.290039,7989.780762,2112.245361,4432.84668,10464.42676,39577.30859,25806.08008
P56134,ATP5MF,2846.713867,7412.334473,2636.649902,1652.578735,6586.442871,3315.780762,1698.224609,7579.369629,2745.081299,2770.523193,6809.625488,3457.342285,5567.27832,782.6673584,6414.462891,8198.3125,5160.048828,2664.5271
P59998,ARPC4,4693.299805,49215.35938,9650.792969,1126.652832,15736.36719,7270.268555,3945.653809,6879.246094,8689.765625,12172.91406,6781.727051,8722.613281,2910.155518,2261.983887,5566.564453,1247.893066,10354.16699,7766.27832
P60660,MYL6,4844.193359,10267.34766,3963.718994,1157.055054,751.0532227,854.8233643,4097.589355,1977.340088,5914.067383,1019.077637,9570.910156,749.9921265,2977.920654,24133.97266,5594.064453,1378.537842,1405.224609,1166.444336
P60709;P63261,ACTB;ACTG1,241335.9688,166231.7188,177485.9688,137234.6406,69236.375,129111.2266,96017.32813,66843.57031,75180.8125,95864.42188,78298.07031,106736.6953,72530.92188,111825.1875,57908.27344,40711.05078,84929.49219,113569.2656
P60842,EIF4A1,15987.12109,18454.07422,37052.12891,22072.62695,10194.12891,31105.49609,20939.6543,16997.1582,23234.90625,24815.64258,19548.54688,10545.41504,27209.80469,23331.48828,7977.46875,18319.23633,15766.68652,25870.55469
P60891,PRPS1,10273.19824,8859.893555,3368.777588,2735.671387,6075.348145,1229.901245,3016.333496,2202.518799,2861.047119,1817.49353,1750.388672,3200.453613,2319.709717,2277.196289,3898.403564,1429.818115,1841.014282,2162.844482
P60900,PSMA6,2959.928711,5515.357422,1870.682129,1940.902344,808.9368286,1310.159302,2691.830078,2344.841553,1447.555176,2199.692871,1192.698364,897.90802,1998.721802,3209.703125,4149.556641,1524.547607,2133.922363,1984.632202
P61163,ACTR1A,3987.038086,1992.94043,2808.41626,3024.397949,1392.68457,2233.912598,3755.347168,10747.21387,5323.569336,3187.473145,1919.117676,10538.49219,3860.605225,4668.799805,6152.998047,1999.559326,1415.136597,3447.320313
P61204;P84077,ARF3;ARF1,2092.887695,2738.236816,2059.831055,1679.204834,1863.541504,1853.96875,1718.65918,1045.338257,1521.335205,6247.26416,5294.658691,5023.039551,1280.491699,1331.971313,4881.795898,2998.34375,1155.042969,1726.217163
P61247,RPS3A,12894.63379,12849.92773,2313.362305,11399.16504,16138.7998,841.0013428,4701.622559,1577.258911,2247.710449,1564.964844,2015.861084,908.4763794,3010.51001,2817.530762,5399.407227,1433.145874,1959.594482,2732.723145
P61604,HSPE1,5312.786133,54649.67188,3122.222412,47177.11719,9101.710938,951.2614746,3669.446533,10164.52051,15500.16309,42573.57813,47276.67969,53406.54297,26882.90039,54115.11719,14137.71777,1761.25,7975.89209,29372.10352
